Date,Price,Open,High,Low,Vol.,Change %
2020-10-23,23000,23000,23000,23000,0.03K,13.95%
2020-10-21,20185,21000,22900,20000,0.29K,-3.88%
2020-10-20,21000,21000,21000,21000,0.10K,-8.62%
2020-10-19,22981,23000,23000,22979,2.38K,8.39%
2020-10-15,21203,20005,23000,20005,0.01K,-7.73%
2020-10-14,22980,22980,22980,22980,208.25K,0.00%
2020-10-09,22979,22979,22979,22979,0.60K,-0.09%
2020-10-07,23000,23000,23000,23000,0.03K,0.09%
2020-10-06,22979,22979,22979,22979,2.17K,-0.09%
2020-10-02,23000,23000,23000,23000,0.03K,0.00%
2020-10-01,23000,23000,23000,23000,0.05K,0.00%
2020-09-30,23000,23000,23000,22999,0.21K,0.00%
2020-09-29,23000,23000,23000,23000,16.58K,15.00%
2020-09-28,20000,20000,20000,20000,0.72K,-13.04%
2020-09-25,23000,23000,23000,23000,0.01K,8.32%
2020-09-24,21233,21000,23000,21000,0.39K,1.11%
2020-09-23,21000,21000,21000,21000,0.05K,5.00%
2020-09-22,20000,20000,20000,20000,3.67K,-0.01%
2020-09-21,20002,20000,22000,20000,2.22K,-3.15%
2020-09-18,20652,23000,23000,20000,4.17K,-5.05%
2020-09-17,21749,20000,22999,20000,0.02K,-5.44%
2020-09-16,23000,23000,23000,23000,0.04K,0.00%
2020-09-11,23000,23000,23000,23000,0.41K,4.53%
2020-09-10,22004,23000,23000,22000,0.72K,-4.64%
2020-09-09,23075,23600,23600,23000,0.02K,-2.22%
2020-09-07,23600,23600,23600,23600,0.09K,0.00%
2020-09-04,23600,23600,23600,23600,0.42K,0.00%
2020-09-03,23600,23600,23600,23600,0.18K,16.10%
2020-09-02,20327,20000,23600,20000,0.11K,-12.62%
2020-09-01,23262,23598,23600,19000,0.11K,-1.43%
2020-08-31,23600,23600,23600,23600,0.65K,0.00%
2020-08-27,23600,23600,23600,23600,0.01K,0.49%
2020-08-26,23485,23600,23600,23000,0.31K,-0.49%
2020-08-25,23600,23600,23600,23600,0.01K,3.51%
2020-08-21,22799,22799,22799,22799,0.26K,3.63%
2020-08-20,22000,22000,22000,22000,2.15K,0.00%
2020-08-19,22000,22000,22000,22000,16.41K,1.42%
2020-08-18,21691,20200,21700,20200,3.00K,7.67%
2020-08-17,20145,20150,20150,20000,9.16K,-0.02%
2020-08-14,20150,20150,20150,20150,1.30K,-0.05%
2020-08-13,20160,20160,20160,20160,0.01K,20.00%
2020-08-11,16800,16800,16800,16800,1.71K,-19.42%
2020-08-10,20850,19000,22000,19000,7.97K,26.57%
2020-08-07,16473,16400,18359,16400,1.35K,5.74%
2020-08-06,15579,15300,15800,15300,1.75K,1.84%
2020-08-05,15297,15299,15300,14750,0.21K,3.01%
2020-08-04,14850,14850,14850,14850,2.91K,1.02%
2020-08-03,14700,14700,14700,14700,1.67K,1.03%
2020-07-31,14550,14550,14550,14550,4.17K,0.69%
2020-07-30,14450,14450,14550,14450,7.24K,1.90%
2020-07-29,14180,14450,14450,14150,1.02K,0.22%
2020-07-28,14149,14150,14150,14005,4.05K,-0.83%
2020-07-27,14268,14350,14400,14150,0.36K,-0.56%
2020-07-23,14348,14299,14350,14299,4.20K,0.39%
2020-07-22,14292,14300,14300,14290,0.13K,-0.06%
2020-07-21,14300,14300,14300,14300,0.41K,3.01%
2020-07-20,13882,14400,14400,12301,0.59K,1.33%
2020-07-16,13700,13700,13700,13700,0.01K,0.00%
2020-07-15,13700,13700,13700,13700,0.01K,0.00%
2020-07-14,13700,13700,13700,13700,0.01K,12.16%
2020-07-13,12215,13400,13400,12205,0.57K,-0.37%
2020-07-10,12260,12202,13400,12202,3.36K,-11.79%
2020-07-09,13899,13899,13899,13899,0.00K,15.72%
2020-07-08,12011,13899,13899,12001,1.22K,-3.92%
2020-07-06,12501,12600,13000,12500,1.51K,-0.04%
2020-07-03,12507,12500,13000,12500,2.51K,-3.79%
2020-07-02,13000,13000,13000,12999,1.52K,0.00%
2020-07-01,13000,13000,13000,13000,0.12K,-0.78%
2020-06-30,13103,13500,13500,13000,0.76K,-2.94%
2020-06-26,13500,13500,13500,13500,0.03K,-3.57%
2020-06-25,14000,14100,14100,13995,0.72K,0.00%
2020-06-23,14000,14000,14000,14000,0.03K,1.44%
2020-06-22,13802,14400,14400,13000,1.17K,-1.42%
2020-06-18,14000,14000,14000,13950,2.82K,-2.78%
2020-06-17,14400,14400,14400,14400,0.57K,0.00%
2020-06-16,14400,14400,14400,14400,0.28K,2.86%
2020-06-12,14000,14000,14000,14000,1.04K,-2.78%
2020-06-11,14400,14400,14400,14400,1.79K,2.27%
2020-06-10,14080,14000,14400,14000,2.21K,0.52%
2020-06-09,14008,14000,14399,14000,1.76K,3.76%
2020-06-08,13500,13500,13500,13500,0.56K,-0.12%
2020-06-05,13517,13800,13800,13500,0.51K,-6.10%
2020-06-04,14395,13895,14400,13890,2.43K,3.59%
2020-06-02,13896,13500,13900,13500,3.78K,2.93%
2020-06-01,13500,13500,13500,13500,0.37K,0.00%
2020-05-28,13500,13500,13500,13500,16.89K,-2.71%
2020-05-27,13875,13895,13950,13000,0.41K,5.73%
2020-05-26,13123,13895,13895,13118,0.43K,-5.58%
2020-05-22,13899,13899,13899,13899,0.01K,0.72%
2020-05-21,13800,13800,13800,13800,0.22K,0.00%
2020-05-20,13800,13800,13800,13800,0.09K,0.00%
2020-05-19,13800,13800,13800,13800,7.31K,0.16%
2020-05-18,13778,13400,13899,13400,4.68K,2.85%
2020-05-15,13396,13300,13899,13295,2.00K,0.72%
2020-05-14,13300,13300,13300,13300,0.02K,-1.63%
2020-05-13,13520,13950,13950,13300,7.00K,-0.22%
2020-05-12,13551,13000,13950,13000,2.74K,2.44%
2020-05-11,13228,13500,13650,13200,1.74K,-1.79%
2020-05-08,13469,13500,13500,13150,1.97K,0.06%
2020-05-07,13461,13500,13500,11502,1.53K,-0.29%
2020-05-06,13500,13500,13500,13500,0.76K,1.65%
2020-05-05,13281,13273,13600,13273,0.09K,0.06%
2020-05-04,13273,13273,13273,13273,0.03K,3.63%
2020-04-30,12808,12985,12999,11751,0.33K,15.79%
2020-04-29,11061,11060,11100,11060,0.51K,-0.19%
2020-04-28,11082,12500,12500,11061,0.35K,-18.52%
2020-04-27,13600,13600,13600,13600,0.50K,0.66%
2020-04-24,13511,13498,13650,13498,8.32K,1.53%
2020-04-23,13308,13200,13500,13200,7.04K,0.94%
2020-04-22,13184,13200,13200,12960,2.25K,6.05%
2020-04-21,12431,11500,12960,11500,9.35K,17.42%
2020-04-20,10587,10000,10800,10000,0.30K,17.64%
2020-04-17,9000,9000,9000,9000,0.55K,-2.87%
2020-04-16,9266,9000,10439,9000,0.23K,-5.12%
2020-04-15,9766,8500,10000,8500,0.73K,34.05%
2020-04-14,7285,6850,8500,6850,0.32K,10.38%
2020-04-08,6600,6600,6600,6600,6.18K,0.00%
2020-04-07,6600,6600,6600,6595,7.23K,0.00%
2020-04-06,6600,6600,6600,6600,0.05K,3.23%
2020-04-03,6393,6599,6600,6001,4.02K,-2.77%
2020-04-02,6575,6359,6599,6359,6.16K,7.42%
2020-04-01,6121,6121,6121,6121,0.08K,0.34%
2020-03-31,6100,6100,6100,6100,0.01K,9.55%
2020-03-30,5568,5500,5650,5500,0.30K,13.14%
2020-03-27,4922,4900,5101,4900,0.70K,2.51%
2020-03-26,4801,4801,4801,4801,0.03K,11.84%
2020-03-25,4293,5301,5301,4240,0.58K,-19.01%
2020-03-24,5300,5300,5300,5300,0.10K,0.00%
2020-03-23,5300,5300,5300,5300,0.10K,-19.67%
2020-03-20,6598,6598,6598,6598,0.66K,0.00%
2020-03-18,6598,6598,6598,6598,0.02K,0.00%
2020-03-16,6598,6598,6598,6598,0.01K,1.59%
2020-03-13,6495,6495,6495,6495,0.00K,6.48%
